STT,Mã chứng khoán,Mã ISIN,Tên chứng khoán,Sàn chuyển đi,Sàn chuyển đến,Ngày hiệu lực,Tiêu đề
386,HAC,VN000000HAC5,Cổ phiếu Công ty cổ phần Chứng khoán Hải Phòng,Đại chúng chưa niêm yết,UpCOM,14/10/2016,"HAC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu HAC từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
387,EAD,VN000000EAD0,Cổ phiếu Công ty cổ phần Thủy điện Điện lực Đắk Lắk,Đại chúng chưa niêm yết,UpCOM,27/09/2016,"EAD: Chuyển dữ liệu đăng ký, lưu ký chứng khoán EAD từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
388,CHP,VN000000CHP3,Cổ phiếu Công ty cổ phần Thuỷ Điện Miền Trung,HNX,HOSE,27/09/2016,"CHP: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu CHP từ thị trường HNX sang thị trường HOSE"
389,AUM,VN000000AUM7,Cổ phiếu Công ty cổ phần Vinacafe Sơn Thành,Đại chúng chưa niêm yết,UpCOM,23/09/2016,"AUM: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu AUM từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
390,QSP,VN000000QSP0,Cổ phiếu Công ty cổ phần Tân Cảng Quy Nhơn,Đại chúng chưa niêm yết,UpCOM,21/09/2016,"QSP: Chuyển dữ liệu đăng ký, lưu ký chứng khoán QSP từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
391,VOC,VN000000VOC7,Cổ phiếu Tổng Công ty Công nghiệp dầu thực vật Việt Nam – CTCP,Đại chúng chưa niêm yết,UpCOM,16/09/2016,"VOC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VOC từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
392,HMG,VN000000HMG1,Cổ phiếu Công ty cổ phần Kim khí Hà Nội – VNSTEEL,Đại chúng chưa niêm yết,UpCOM,08/09/2016,"HMG: Chuyển dữ liệu đăng ký, lưu ký chứng khoán HMG từ thị trường ĐCCNY sang thị trường Upcom"
393,ABG,VN000000ABG9,Cổ phiếu Công ty cổ phần Tập đoàn Đầu tư An Bình,UpCOM,Đại chúng chưa niêm yết,06/09/2016,"ABG: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu ABG từ thị trường UPCOM sang thị trường ĐCCNY"
394,ABC,VN000000ABC8,Cổ phiếu Công ty cổ phần truyền thông VMG,Đại chúng chưa niêm yết,UpCOM,17/08/2016,"ABC: Chuyển dữ liệu đăng ký, lưu ký chứng khoán ABC từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
395,TAD,VN000000TAD8,Cổ phiếu Công ty cổ phần Đầu tư xây dựng và phát triển Trường An,UpCOM,Đại chúng chưa niêm yết,17/08/2016,"TAD: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu TAD từ thị trường đăng ký giao dịch (Upcom) trên Sở Giao dịch Chứng khoán Hà Nội sang thị trường Đại chúng chưa niêm yết"
396,FDG,VN000000FDG4,Cổ phiếu Công ty cổ phần DOCIMEXCO,Đại chúng chưa niêm yết,UpCOM,18/08/2016,"FDG: chuyển dữ liệu đăng ký, lưu ký cổ phiếu FDG từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
397,NHG,VN000000NHG9,Cổ phiếu Công ty cổ phần Cấp thoát nước tỉnh Hà Giang,UpCOM,Đại chúng chưa niêm yết,11/08/2016,"NHG: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu NHG từ thị trường HNX sang thị trường ĐCCNY"
398,TCC,VN000000TCC6,Cổ phiếu Công ty cổ phần TICO,UpCOM,Đại chúng chưa niêm yết,10/08/2016,"TCC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu TCC từ thị trường UPCOM sang thị trường DCCNY"
399,LEC,VN000000LEC9,Cổ phiếu Công ty cổ phần Bất động sản điện lực Miền Trung,HNX,Đại chúng chưa niêm yết,28/07/2016,"LEC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu LEC từ thị trường HNX sang thị trường ĐCCNY"
400,BVA,VN000000BVA8,Cổ phiếu Công ty cổ phần Sản xuất & Thương mại Bắc Việt,HNX,Đại chúng chưa niêm yết,21/07/2016,"BVA: chuyển dữ liệu đăng ký, lưu ký cổ phiếu BVA từ thị trường HNX sang thị trường Đại chúng chưa niêm yết"
401,KSS,VN000000KSS7,Cổ phiếu Công ty cổ phần Khoáng sản Na Rì Hamico,HOSE,UpCOM,16/08/2016,"KSS: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu KSS từ thị trường HOSE sang thị trường UPCOM"
402,DC1,VN000000DC15,Cổ phiếu CTCP Đầu tư Phát triển Xây dựng Số 1,Đại chúng chưa niêm yết,UpCOM,18/07/2016,"DC1: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu DC1 từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
403,PMJ,VN000000PMJ8,Cổ phiếu Công ty cổ phần Vật tư Bưu điện,Đại chúng chưa niêm yết,UpCOM,27/06/2016,"PMJ: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PMJ từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
404,CNN,VN000000CNN6,"Cổ phiếu Công ty cổ phần Tư vấn công nghệ, thiết bị và kiểm định xây dựng - CONINCO",Đại chúng chưa niêm yết,UpCOM,31/05/2016,"CNN: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu CNN từ thị trường ĐCCNY sang thị trường đăng ký giao dịch (Upcom)"
405,SQC,VN000000SQC8,Cổ phiếu CTCP Khoáng sản Sài Gòn - Quy Nhơn,HNX,UpCOM,23/05/2016,"SQC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu SQC từ thị trường HNX sang thị trường UPCOM"
406,GTT,VN000000GTT1,Cổ phiếu Công ty cổ phần Thuận Thảo,HOSE,UpCOM,01/06/2016,"GTT: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu GTT từ thị trường HOSE sang thị trường UPCOM"
407,VC5,VN000000VC54,Cổ phiếu Công ty cổ phần Xây dựng Số 5,HNX,UpCOM,31/05/2016,"VC5: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VC5 từ thị trường HNX sang thị trường UPCOM"
408,TIP,VN000000TIP5,Cổ phiếu CTCP Phát triển Khu công nghiệp Tín Nghĩa,Đại chúng chưa niêm yết,HOSE,29/04/2016,"TIP: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu TIP từ thị trường Đại chúng chưa niêm yết sang sàn HOSE"
409,DLX,VN000000DLX7,Cổ phiếu Công ty cổ phần Delex Việt Nam,HNX,Đại chúng chưa niêm yết,28/04/2016,"DLX: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu DLX từ thị trường HNX sang thị trường ĐCCNY"
410,CTN,VN000000CTN3,Cổ phiếu Công ty Cổ phần Xây dựng Công trình ngầm,HNX,UpCOM,23/05/2016,"CTN: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu CTN từ thị trường HNX sang thị trường UpCOM"
411,S12,VN000000S123,Cổ phiếu Công ty cổ phần Sông Đà 12,HNX,UpCOM,23/05/2016,"S12: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu S12 từ thị trường HNX sang thị trường UpCOM"
412,SRB,VN000000SRB8,Cổ phiếu Công ty Cổ phần Tập đoàn Sara,HNX,UpCOM,23/05/2016,"SRB: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu SRB từ thị trường HNX sang thị trường UpCOM"
413,PXL,VN000000PXL1,Cổ phiếu Công ty Cổ phần Đầu tư Khu công nghiệp Dầu khí Long Sơn,HOSE,UpCOM,17/05/2016,"PXL: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PXL từ thị trường HOSE sang thị trường UpCOM"
414,MTM,VN000000MTM4,Cổ phiếu Công ty cổ phần Mỏ và Xuất nhập khẩu Khoáng sản Miền Trung,Đại chúng chưa niêm yết,UpCOM,13/04/2016,"MTM: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu MTM từ thị trường đại chúng chưa niêm yết sang thị trường UPCOM"
415,VLF,VN000000VLF6,Cổ phiếu CTCP Lương thực Thực phẩm Vĩnh Long,HOSE,UpCOM,09/05/2016,"VLF: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VLF từ thị trường niêm yết tại Sở Giao dịch Chứng khoán TP.HCM sang thị trường UPCOM giao dịch tại Sở Giao dịch Chứng khoán Hà Nội"
416,HKP,VN000000HKP6,Cổ phiếu Công ty cổ phần Bao bì Hà Tiên,HNX,UpCOM,07/04/2016,"HKP: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu HKP từ thị trường đại chúng chưa niêm yết sang thị trường UPCOM"
417,DCT,VN000000DCT4,Cổ phiếu CTCP Tấm lợp Vật liệu xây dựng Đồng Nai,Đại chúng chưa niêm yết,UpCOM,06/04/2016,"DCT: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu DCT từ thị trường đại chúng chưa niêm yết sang thị trường UPCOM"
418,CID,VN000000CID7,Cổ phiếu Công ty cổ phần Xây dựng và Phát triển cơ sở hạ tầng,HNX,UpCOM,05/05/2016,"CID: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu CID từ thị trường HNX sang thị trường UPCOM"
419,PNG,VN000000PNG2,Cổ phiếu Công ty cổ phần Thương mại Phú Nhuận,Đại chúng chưa niêm yết,UpCOM,30/03/2016,"PNG: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PNG từ thị trường đại chúng chưa niêm yết sang thị trường UPCOM"
420,IFC,VN000000IFC2,Cổ phiếu Công ty cổ phần Thực phẩm Công nghệ Sài Gòn,Đại chúng chưa niêm yết,UpCOM,18/03/2016,"IFC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu IFC từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
421,DAC,VN000000DAC4,Cổ phiếu Công ty cổ phần Viglacera Đông Anh,HNX,UpCOM,05/04/2016,"DAC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu DAC từ thị trường HNX sang thị trường UPCOM"
422,PTK,VN000000PTK1,Cổ phiếu Công ty cổ phần Luyện Kim Phú Thịnh,HOSE,UpCOM,03/03/2016,"PTK: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PTK từ thị trường HOSE sang thị trường UpCOM"
423,KTB,VN000000KTB1,Cổ phiếu Công ty cổ phần Đầu tư Khoáng sản Tây Bắc,HOSE,UpCOM,03/03/2016,"KTB: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu KTB từ thị trường HOSE sang thị trường UpCOM"
424,TCT,VN000000TCT0,Cổ phiếu CTCP Cáp treo Núi Bà Tây Ninh,HNX,HOSE,15/03/2016,"TCT: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu TCT từ thị trường HNX sang thị trường HOSE"
425,KPF,VN000000KPF0,Cổ phiếu Công ty cổ phần Đầu tư Tài chính Hoàng Minh,Đại chúng chưa niêm yết,HOSE,24/02/2016,"KPF: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu KPF từ sàn Đại chúng chưa niêm yết sang thị trường niêm yết tại HOSE"
426,RBC,VN000000RBC2,Cổ phiếu Công ty cổ phần Công nghiệp và Xuất nhập khẩu Cao Su,Đại chúng chưa niêm yết,UpCOM,16/02/2016,"RBC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu RBC từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
427,CLM,VN000000CLM2,Cổ phiếu Công ty cổ phần Xuất nhập khẩu Than - Vinacomin,Đại chúng chưa niêm yết,HNX,28/01/2016,"CLM: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu CLM từ thị trường Đại chúng chưa niêm yết sang thị trường niêm yết tại HNX"
428,HU4,VN000000HU43,Cổ phiếu Công ty cổ phần Đầu tư và Xây dựng HUD4,Đại chúng chưa niêm yết,UpCOM,27/01/2016,"HU4: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu HU4 từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội"
429,TVN,VN000000TVN3,Cổ phiếu Tổng công ty Thép Việt Nam - CTCP,Đại chúng chưa niêm yết,UpCOM,04/01/2016,"TVN: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu TVN từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội"
430,SCI,VN000000SCI5,Cổ phiếu Công ty cổ phần SCI E&C,UpCOM,HNX,31/12/2015,"SCI: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu SCI từ sàn UPCOM sang thị trường niêm yết tại HNX"
431,CKG,VN000000CKG6,Cổ phiếu Công ty cổ phần Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,HOSE,Đại chúng chưa niêm yết,30/12/2015,"CKG: Theo dõi số liệu đăng ký, lưu ký đối với chứng khoán chuyển sang quản lý tại sàn DCCNY"
432,PYU,VN000000PYU0,Cổ phiếu Công ty cổ phần Môi trường và Công trình đô thị Phúc Yên,UpCOM,Đại chúng chưa niêm yết,29/12/2015,"PYU: Theo dõi số liệu đăng ký, lưu ký đối với chứng khoán PYU trên Sở Giao dịch Chứng khoán Hà Nội"
433,PEQ,VN000000PEQ0,Cổ phiếu Công ty cổ phần Thiết bị xăng dầu Petrolimex,Đại chúng chưa niêm yết,UpCOM,29/12/2015,"PEQ: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PEQ từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội"
434,BWS,VN000000BWS8,Cổ phiếu Công ty cổ phần Cấp nước Bà Rịa - Vũng Tàu,UpCOM,Đại chúng chưa niêm yết,18/12/2015,"BWS: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu GT6 từ thị trường UPCOM sang thị trường DCCNY"
435,XMD,VN000000XMD5,Cổ phiếu CTCP Xuân Mai - Đạo Tú,Đại chúng chưa niêm yết,UpCOM,15/12/2015,"XMD: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu XMD từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch UPCOM tại Sở Giao dịch Chứng khoán Hà Nội"
436,SGN,VN000000SGN6,Cổ phiếu Công ty cổ phần Phục vụ mặt đất Sài Gòn,Đại chúng chưa niêm yết,UpCOM,04/12/2015,"SGN: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu SGN từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
437,VTF,VN000000VTF9,Cổ phiếu Công ty Cổ phần Thức ăn chăn nuôi Việt Thắng,HOSE,Đại chúng chưa niêm yết,18/12/2015,"VTF: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VTF từ thị trường HOSE sang thị trường Đại chúng chưa niêm yết"
438,KCB,VN000000KCB7,Cổ phiếu Công ty cổ phần Khoáng sản và Luyện kim Cao Bằng,Đại chúng chưa niêm yết,UpCOM,23/11/2015,"KCB: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu KCB từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội (HNX)"
439,TVM,VN000000TVM5,Cổ phiếu CTCP Tư vấn Đầu tư Mỏ và Công nghiệp - Vinacomin,Đại chúng chưa niêm yết,UpCOM,20/11/2015,"TVM: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu TVM từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) trên Sở Giao dịch Chứng khoán Hà Nội"
440,NCS,VN000000NCS5,Cổ phiếu Công ty cổ phần Suất ăn Hàng không Nội Bài,Đại chúng chưa niêm yết,UpCOM,19/11/2015,"NCS: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu NCS từ thị trường ĐCCNY sang thị trường đăng ký giao dịch UPCOM"
441,SGN,VN000000SGN6,Cổ phiếu Công ty cổ phần Phục vụ mặt đất Sài Gòn,HOSE,Đại chúng chưa niêm yết,18/11/2015,"SGN: Theo dõi số liệu đăng ký, lưu ký đối với chứng khoán chuyển sang quản lý tại sàn DCCNY"
442,VTM,VN000000VTM5,Cổ phiếu Công ty cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin,Đại chúng chưa niêm yết,UpCOM,30/11/2015,"VTM: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VTM từ thị trường ĐCCNY sang thị trường Upcom"
443,ITS,VN000000ITS9,"Cổ phiếu Công ty cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin",Đại chúng chưa niêm yết,UpCOM,18/11/2015,"ITS: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu ITS từ thị trường ĐCCNY sang thị trường Upcom"
444,HU6,VN000000HU68,Cổ phiếu CTCP Đầu tư Phát triển Nhà và Đô thị HUD6,Đại chúng chưa niêm yết,UpCOM,13/11/2015,"HU6: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu HU6 từ thị trường ĐCCNYsang thị trường Upcom"
445,BVG,VN000000BVG5,Cổ phiếu Công ty cổ phần Đầu tư BVG,Đại chúng chưa niêm yết,UpCOM,12/11/2015,"BVG: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu BVG từ thị trường ĐCCNY sang thị trường UPCOM"
446,PTD,VN000000PTD6,Cổ phiếu CTCP Thiết kế Xây dựng Thương mại Phúc Thịnh,UpCOM,HNX,06/11/2015,"PTD: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PTD từ thị trường UPCOM sang thị trường HNX"
447,BT6,VN000000BT67,Cổ phiếu Công ty cổ phần Beton6,HOSE,Đại chúng chưa niêm yết,02/12/2015,"BT6: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu BT6 từ thị trường HOSE sang thị trường đại chúng chưa niêm yết"
448,DLT,VN000000DLT5,Cổ phiếu Công ty Cổ phần Du lịch và Thương mại - Vinacomin,Đại chúng chưa niêm yết,UpCOM,30/10/2015,"DLT: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu DLT từ thị trường Đại chúng chưa niêm yết sang thị trường Upcom"
449,DOP,VN000000DOP7,Cổ phiếu Công ty cổ phần Vận tải Xăng dầu Đồng Tháp,Đại chúng chưa niêm yết,UpCOM,28/10/2015,"DOP: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu DOP từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
450,SD8,VN000000SD82,Cổ phiếu Công ty Cổ phần Sông Đà 8,Đại chúng chưa niêm yết,UpCOM,21/10/2015,"SD8: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu SD8 từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) tại Sở Giao dịch Chứng khoán Hà Nội"
451,VLC,VN000000VLC3,Cổ phiếu Tổng Công ty Chăn nuôi Việt Nam - CTCP,Đại chúng chưa niêm yết,UpCOM,20/10/2015,"VLC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VLC từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom)"
452,VMS,VN000000VMS7,Cổ phiếu Công ty cổ phần Phát triển Hàng hải,Đại chúng chưa niêm yết,HNX,08/10/2015,"VMS: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VMS từ sàn Đại chúng chưa niêm yết sang thị trường niêm yết tại HNX"
453,CMK,VN000000CMK4,Cổ phiếu Công ty cổ phần Cơ khí Mạo Khê - Vinacomin,Đại chúng chưa niêm yết,UpCOM,30/09/2015,"CMK: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu CMK từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom) trên Sở Giao dịch Chứng khoán Hà Nội"
454,TTP,VN000000TTP2,Cổ phiếu Công ty CP bao bì nhựa Tân Tiến,HOSE,Đại chúng chưa niêm yết,20/10/2015,"TTP: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu TTP từ thị trường HOSE sang thị trường đại chúng chưa niêm yết"
455,HVN,VN000000HVN8,Cổ phiếu Tổng Công ty Hàng không Việt Nam - CTCP,UpCOM,Đại chúng chưa niêm yết,21/09/2015,"HVN: Theo dõi số liệu đăng ký, lưu ký đối với chứng khoán HVN trên Sở Giao dịch Chứng khoán Hà Nội"
456,DCD,VN000000DCD8,Cổ phiếu CTCP Du lịch và Thương mại DIC,Đại chúng chưa niêm yết,UpCOM,16/09/2015,"DCD: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu DCD từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
457,MTM,VN000000MTM4,Cổ phiếu Công ty cổ phần Mỏ và Xuất nhập khẩu Khoáng sản Miền Trung,HNX,Đại chúng chưa niêm yết,11/09/2015,"MTM: Theo dõi số liệu đăng ký, lưu ký đối với chứng khoán MTM trên Sở Giao dịch Chứng khoán Hà Nội"
458,BCP,VN000000BCP6,Cổ phiếu Công ty Cổ phần Dược Enlie,Đại chúng chưa niêm yết,UpCOM,04/09/2015,"BCP: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu BCP từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
459,UEM,VN000000UEM9,Cổ phiếu Công ty cổ phần Cơ điện Uông Bí - Vinacomin,Đại chúng chưa niêm yết,UpCOM,03/09/2015,"UEM: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu UEM từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom)"
460,C21,VN000000C218,Cổ phiếu Công ty cổ phần Thế kỷ 21,HOSE,Đại chúng chưa niêm yết,23/09/2015,"C21: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu C21 từ thị trường HOSE sang thị trường đại chúng chưa niêm yết"
461,PSG,VN000000PSG1,Cổ phiếu Công ty cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,Đại chúng chưa niêm yết,UpCOM,27/08/2015,"PSG: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PSG từ thị trường Đại chúng chưa niêm yết sang thị trường UPCOM"
462,G20,VN000000G201,Cổ phiếu Công ty cổ phần Đầu tư Dệt may Vĩnh Phúc,UpCOM,HNX,31/08/2015,"G20: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu G20 từ sàn UPCOM sang thị trường niêm yết tại HNX"
463,VNP,VN000000VNP1,Cổ phiếu CTCP Nhựa Việt Nam,Đại chúng chưa niêm yết,UpCOM,17/08/2015,"VNP: Chốt số liệu đăng ký, lưu ký đối với chứng khoán chuyển sàn giao dịch từ sàn DCCNY sang sàn UPCOM"
464,FIT,VN000000FIT6,Cổ phiếu Công ty cổ phần Tập đoàn F.I.T,HNX,HOSE,18/08/2015,"FIT: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu FIT từ thị trường HNX sang thị trường HOSE"
465,PHH,VN000000PHH2,Cổ phiếu Công ty cổ phần Hồng Hà Việt Nam,HNX,UpCOM,14/08/2015,"PHH: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PHH từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom)"
466,VGT,VN000000VGT7,Cổ phiếu Tập đoàn Dệt may Việt Nam,UpCOM,Đại chúng chưa niêm yết,11/08/2015,"VGT: Chuyển dữ liệu đăng ký, lưu ký chứng khoán VGT từ thị trường UPCOM sang thị trường Đại chúng chưa niêm yết (ĐCCNY)"
467,PHP,VN000000PHP5,Cổ phiếu Công ty cổ phần Cảng Hải Phòng,Đại chúng chưa niêm yết,HNX,10/08/2015,"PHP: Thông báo về việc thực hiện chuyển dữ liệu đăng ký, lưu ký cổ phiếu PHP từ sàn Đại chúng chưa niêm yết sang thị trường niêm yết tại HNX"
468,KPF,VN000000KPF0,Cổ phiếu Công ty cổ phần Đầu tư Tài chính Hoàng Minh,HNX,Đại chúng chưa niêm yết,03/08/2015,"KPF: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu KPF từ sàn HNX sang thị trường ĐCCNY"
469,TA9,VN000000TA92,Cổ phiếu Công ty cổ phần Xây lắp Thành An 96,UpCOM,HNX,29/07/2015,"TA9: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu TA9 từ sàn UPCOM sang thị trường niêm yết tại HNX"
470,GT6,VN000000GT62,Cổ phiếu Tổng Công ty Xây dựng Công trình Giao thông 6 - Công ty cổ phần,UpCOM,Đại chúng chưa niêm yết,29/07/2015,"GT6: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu GT6 từ thị trường Upcom sang thị trường DCCNY"
471,PID,VN000000PID9,Cổ phiếu Công ty cổ phần Trang trí Nội thất Dầu khí,HNX,UpCOM,28/07/2015,"PID: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PID từ thị trường niêm yết tại HNX sang thị trường đăng ký giao dịch tại HNX"
472,VMA,VN000000VMA5,Cổ phiếu Công ty Cổ phần Công nghiệp Ô tô - Vinacomin,Đại chúng chưa niêm yết,UpCOM,04/08/2015,"VMA: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu VMA từ thị trường Đại chúng chưa niêm yết sang thị trường Upcom"
473,PTE,VN000000PTE4,Cổ phiếu Công ty cổ phần Xi măng Phú Thọ,Đại chúng chưa niêm yết,UpCOM,04/08/2015,"PTE: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PTE từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch (Upcom)"
474,PIC,VN000000PIC1,Cổ phiếu Công ty cổ phần Đầu tư Điện lực 3,Đại chúng chưa niêm yết,UpCOM,03/08/2015,"PIC: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PIC từ thị trường Đại chúng chưa niêm yết sang thị trường Upcom"
475,PHH,VN000000PHH2,Cổ phiếu Công ty cổ phần Hồng Hà Việt Nam,HNX,Đại chúng chưa niêm yết,13/08/2015,"PHH: Theo dõi số liệu đăng ký, lưu ký đối với chứng khoán hủy niêm yết trên SGDCK Hà Nội"
476,PSW,VN000000PSW8,Cổ phiếu Công ty cổ phần Phân bón và Hóa chất dầu khí Tây Nam Bộ,Đại chúng chưa niêm yết,HNX,17/07/2015,"PSW: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu PSW từ thị trường Đại chúng chưa niêm yết sang sàn HNX"
477,CTT,VN000000CTT0,Cổ phiếu Công ty Cổ phần Chế tạo máy Vinacomin,Đại chúng chưa niêm yết,HNX,16/07/2015,"CTT: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu CTT từ sàn ĐCCNY sang thị trường niêm yết tại HNX"
478,V15,VN000000V150,Cổ phiếu Công ty cổ phần Xây dựng số 15,Đại chúng chưa niêm yết,UpCOM,20/07/2015,"V15: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu V15 từ thị trường Đại chúng chưa niêm yết sang thị trường đăng ký giao dịch Upcom tại HNX"
479,MAX,VN000000MAX1,Cổ phiếu Công ty cổ phần Khai Khoáng và Cơ khí Hữu Nghị Vĩnh Sinh,HNX,Đại chúng chưa niêm yết,02/07/2015,"MAX: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu MAX từ thị trường niêm yết tại SGDCK Hà Nội sang thị trường Đại chúng chưa niêm yết"
