Symbol,Name Company,cafef_exchange,vietstock_exchange
HRT,CÔNG TY CỔ PHẦN VẬN TẢI ĐƯỜNG SẮT HÀ NỘI,UPCOM,UPCOM
HSA,CÔNG TY CỔ PHẦN HESTIA,UPCOM,UPCOM
HSC,CÔNG TY CỔ PHẦN HACINCO,HNX,OTC
HSG,CÔNG TY CỔ PHẦN TẬP ĐOÀN HOA SEN,HSX,HOSE
HSI,CÔNG TY CP VẬT TƯ TỔNG HỢP VÀ PHÂN BÓN HOÁ SINH,UPCOM,UPCOM
HSL,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN THỰC PHẨM HỒNG HÀ,HSX,HOSE
HSM,TỔNG CÔNG TY CỔ PHẦN DỆT MAY HÀ NỘI,UPCOM,UPCOM
HSP,CÔNG TY CỔ PHẦN SƠN TỔNG HỢP HÀ NỘI,UPCOM,UPCOM
HST,CÔNG TY CỔ PHẦN PHÁT HÀNH SÁCH VÀ THIẾT BỊ TRƯỜNG HỌC HƯNG YÊN,HNX,OTC
HSV,CÔNG TY CỔ PHẦN GANG THÉP HÀ NỘI,UPCOM,UPCOM
HT1,CÔNG TY CỔ PHẦN XI MĂNG HÀ TIÊN 1,HSX,HOSE
HT2,CÔNG TY CỔ PHẦN XI MĂNG HÀ TIÊN 2,HSX,OTC
HT9,CÔNG TY CỔ PHẦN PHÁT TRIỂN HẠ TẦNG 319,,
HTB,CTCP XÂY DỰNG HUY THẮNG,HNX,OTC
HTC,CTCP THƯƠNG MẠI HÓC MÔN,HNX,HNX
HTE,CÔNG TY CỔ PHẦN ĐẦU TƯ KINH DOANH ĐIỆN LỰC THÀNH PHỐ HỒ CHÍ MINH,UPCOM,UPCOM
HTG,TỔNG CÔNG TY CỔ PHẦN DỆT MAY HÒA THỌ,UPCOM,UPCOM
HTH,CÔNG TY CỔ PHẦN HOA TIÊU HÀNG HẢI - TKV,UPCOM,UPCOM
HTI,CTCP ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG IDICO,HSX,HOSE
HTK,CÔNG TY CỔ PHẦN ĐĂNG KIỂM XE CƠ GIỚI HẢI DƯƠNG,UPCOM,OTC
HTL,CTCP KỸ THUẬT VÀ Ô TÔ TRƯỜNG LONG,HSX,HOSE
HTM,TỔNG CÔNG TY THƯƠNG MẠI HÀ NỘI – CÔNG TY CỔ PHẦN,UPCOM,UPCOM
HTN,CÔNG TY CỔ PHẦN HƯNG THỊNH INCONS,HSX,HOSE
HTP,CÔNG TY CỔ PHẦN IN SÁCH GIÁO KHOA HÒA PHÁT,HNX,HNX
HTR,CÔNG TY CỔ PHẦN ĐƯỜNG SẮT HÀ THÁI,UPCOM,UPCOM
HTS,CÔNG TY CỔ PHẦN THÉP HƯƠNG THỊNH,,OTC
HTT,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÀ TÂY,UPCOM,UPCOM
HTU,CÔNG TY CỔ PHẦN MÔI TRƯỜNG VÀ CÔNG TRÌNH ĐÔ THỊ HÀ TĨNH,UPCOM,OTC
HTV,CÔNG TY CỔ PHẦN LOGISTICS VICEM,HSX,HOSE
HTW,CÔNG TY CỔ PHẦN CẤP NƯỚC HÀ TĨNH,UPCOM,UPCOM
HU1,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG HUD1,HSX,HOSE
HU3,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG HUD3,HSX,HOSE
HU4,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG HUD4,UPCOM,UPCOM
HU6,CTCP ĐẦU TƯ PHÁT TRIỂN NHÀ VÀ ĐÔ THỊ HUD6,UPCOM,UPCOM
HUB,CÔNG TY CỔ PHẦN XÂY LẮP THỪA THIÊN HUẾ,HSX,HOSE
HUD,TỔNG CÔNG TY ĐẦU TƯ PHÁT TRIỂN NHÀ VÀ ĐÔ THỊ,,KHÁC
HUG,TỔNG CÔNG TY MAY HƯNG YÊN – CÔNG TY CỔ PHẦN,UPCOM,UPCOM
HUT,CÔNG TY CỔ PHẦN TASCO,HNX,HNX
HUX,CÔNG TY CỔ PHẦN KHOÁNG SẢN THỪA THIÊN HUẾ,UPCOM,OTC
HVA,CÔNG TY CỔ PHẦN ĐẦU TƯ HVA,UPCOM,UPCOM
HVC,CÔNG TY CỔ PHẦN HƯNG VƯỢNG,UPCOM,OTC
HVG,CÔNG TY CỔ PHẦN HÙNG VƯƠNG,UPCOM,UPCOM
HVH,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ HVC,HSX,HOSE
HVN,TỔNG CÔNG TY HÀNG KHÔNG VIỆT NAM - CTCP,HSX,HOSE
HVT,CÔNG TY CỔ PHẦN HÓA CHẤT VIỆT TRÌ,HNX,HNX
HVX,CÔNG TY CỔ PHẦN XI MĂNG VICEM HẢI VÂN,HSX,HOSE
HWI,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG HẠ TẦNG NƯỚC SẠCH HÀ NỘI,,
HWS,CÔNG TY CỔ PHẦN CẤP NƯỚC THỪA THIÊN HUẾ,UPCOM,UPCOM
I10,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG SỐ 10 IDICO,UPCOM,UPCOM
I40,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG 40,,
IBC,CÔNG TY CỔ PHẦN ĐẦU TƯ APAX HOLDINGS,HSX,HOSE
IBD,CÔNG TY CỔ PHẦN IN TỔNG HỢP BÌNH DƯƠNG,UPCOM,UPCOM
IBN,CÔNG TY TNHH MTV IN BÁO NGHỆ AN (TÊN DOANH NGHIỆP DỰ KIẾN SAU KHI CỔ PHẦN HÓA: CÔNG TY CỔ PHẦN IN BÁO NGHỆ AN),UPCOM,UPCOM
ICA,CÔNG TY CỔ PHẦN CÔNG NGHỆ SINH HỌC - DƯỢC PHẨM ICA,OTC,
ICC,CÔNG TY CỔ PHẦN XÂY DỰNG CÔNG NGHIỆP,UPCOM,UPCOM
ICF,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI THỦY SẢN,UPCOM,UPCOM
ICG,CÔNG TY CỔ PHẦN XÂY DỰNG SÔNG HỒNG,HNX,HNX
ICI,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG CÔNG NGHIỆP,UPCOM,UPCOM
ICL,CTCP XUẤT NHẬP KHẨU VĨNH LONG,,OTC
ICN,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG DẦU KHÍ IDICO,UPCOM,UPCOM
ICS,"CÔNG TY CỔ PHẦN KIỂM ĐỊNH KỸ THUẬT, AN TOÀN VÀ TƯ VẤN XÂY DỰNG - INCOSAF",,
ICT,CÔNG TY CỔ PHẦN VIỄN THÔNG – TIN HỌC BƯU ĐIỆN,HSX,HOSE
IDC,TỔNG CÔNG TY IDICO - CTCP,HNX,HNX
IDI,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN ĐA QUỐC GIA I.D.I,HSX,HOSE
IDJ,CÔNG TY CỔ PHẦN ĐẦU TƯ IDJ VIỆT NAM,HNX,HNX
IDN,CÔNG TY CỔ PHẦN IN VÀ DỊCH VỤ ĐÀ NẴNG,UPCOM,OTC
IDP,CÔNG TY CỔ PHẦN SỮA QUỐC TẾ,UPCOM,UPCOM
IDV,CÔNG TY CỔ PHẦN PHÁT TRIỂN HẠ TẦNG VĨNH PHÚC,HNX,HNX
IED,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU ĐỒNG NAI,,
IFC,CÔNG TY CỔ PHẦN THỰC PHẨM CÔNG NGHỆ SÀI GÒN,UPCOM,OTC
IFS,CÔNG TY CP THỰC PHẨM QUỐC TẾ,UPCOM,UPCOM
IGL,CÔNG TY TNHH KIỂM TOÁN IGL,,KHÁC
IHK,CÔNG TY CỔ PHẦN IN HÀNG KHÔNG,UPCOM,UPCOM
IJC,CÔNG TY CP PHÁT TRIỂN HẠ TẦNG KỸ THUẬT,HSX,HOSE
IKH,CÔNG TY CỔ PHẦN IN KHOA HỌC KỸ THUẬT,UPCOM,OTC
ILA,CÔNG TY CỔ PHẦN ILA,UPCOM,UPCOM
ILB,CÔNG TY CỔ PHẦN ICD TÂN CẢNG - LONG BÌNH,HSX,HOSE
ILC,CTCP HỢP TÁC LAO ĐỘNG VỚI NƯỚC NGOÀI,UPCOM,UPCOM
ILS,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ QUỐC TẾ,UPCOM,UPCOM
IME,CÔNG TY CỔ PHẦN CƠ KHÍ VÀ XÂY LẮP CÔNG NGHIỆP,UPCOM,UPCOM
IMI,CÔNG TY CỔ PHẦN VIỆN MÁY VÀ DỤNG CỤ CÔNG NGHIỆP,,
IMP,CÔNG TY CP DƯỢC PHẨM IMEXPHARM,HSX,HOSE
IMT,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU TỔNG HỢP VÀ ĐẦU TƯ TP.HỒ CHÍ MINH,UPCOM,OTC
IN4,CTCP IN SỐ 4,UPCOM,UPCOM
IN7,CÔNG TY CỔ PHẦN IN SỐ 7,,
INC,CTCP TƯ VẤN ĐẦU TƯ IDICO,HNX,HNX
ING,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN XÂY DỰNG,,OTC
INN,CÔNG TY CỔ PHẦN BAO BÌ VÀ IN NÔNG NGHIỆP,HNX,HNX
IPA,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ I.P.A,HNX,HNX
IPC,CÔNG TY TNHH MTV PHÁT TRIỂN CÔNG NGHIỆP TÂN THUẬN,,KHÁC
IPH,CÔNG TY CỔ PHẦN IN VÀ PHÁT HÀNH BIỂU MẪU THỐNG KÊ,UPCOM,OTC
IRC,CÔNG TY CỔ PHẦN CAO SU CÔNG NGHIỆP,UPCOM,UPCOM
ISG,CÔNG TY CỔ PHẦN VẬN TẢI BIỂN VÀ HỢP TÁC LAO ĐỘNG QUỐC TẾ,UPCOM,UPCOM
ISH,CÔNG TY CỔ PHẦN THỦY ĐIỆN SROK PHU MIÊNG IDICO,UPCOM,UPCOM
IST,CÔNG TY CỔ PHẦN ICD TÂN CẢNG SÓNG THẦN,UPCOM,UPCOM
ITA,CÔNG TY CP ĐẦU TƯ VÀ CÔNG NGHIỆP TÂN TẠO,HSX,HOSE
ITC,CÔNG TY CỔ PHẦN ĐẦU TƯ - KINH DOANH NHÀ,HSX,HOSE
ITD,CTCP CÔNG NGHỆ TIÊN PHONG,HSX,HOSE
ITQ,CÔNG TY CỔ PHẦN TẬP ĐOÀN THIÊN QUANG,HNX,HNX
ITS,"CÔNG TY CỔ PHẦN ĐẦU TƯ, THƯƠNG MẠI VÀ DỊCH VỤ - VINACOMIN",UPCOM,UPCOM
JOS,CÔNG TY CỔ PHẦN CHẾ BIẾN THỦY SẢN XUẤT KHẨU MINH HẢI,UPCOM,UPCOM
JPA,CÔNG TY CP HÀNG KHÔNG JETSTAR PACIFIC AIRLINES,OTC,
JSC,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG CẦU ĐƯỜNG HÀ NỘI,UPCOM,OTC
JVC,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN Y TẾ VIỆT NHẬT,HSX,HOSE
KAC,CTCP ĐẦU TƯ ĐỊA ỐC KHANG AN,UPCOM,UPCOM
KAL,CÔNG TY CỔ PHẦN NHÔM KHÁNH HOÀ,OTC,OTC
KAT,CÔNG TY CỔ PHẦN CHÈ KIM ANH,,
KBC,TỔNG CÔNG TY PHÁT TRIỂN ĐÔ THỊ KINH BẮC-CTCP,HSX,HOSE
KBE,CTCP SÁCH - THIẾT BỊ TRƯỜNG HỌC KIÊN GIANG,UPCOM,OTC
KBT,CTCP GẠCH NGÓI KIÊN GIANG,HNX,OTC
KCB,CÔNG TY CỔ PHẦN KHOÁNG SẢN VÀ LUYỆN KIM CAO BẰNG,UPCOM,UPCOM
KCE,CÔNG TY CỔ PHẦN BÊ TÔNG LY TÂM ĐIỆN LỰC KHÁNH HÒA,UPCOM,UPCOM
KDC,CÔNG TY CỔ PHẦN TẬP ĐOÀN KIDO,HSX,HOSE
KDF,CÔNG TY CỔ PHẦN THỰC PHẨM ĐÔNG LẠNH KIDO,UPCOM,KHÁC
KDH,CÔNG TY CP ĐẦU TƯ VÀ KINH DOANH NHÀ KHANG ĐIỀN,HSX,HOSE
KDM,CÔNG TY CỔ PHẦN TỔNG CÔNG TY PHÁT TRIỂN KHU ĐÔ THỊ DÂN CƯ MỚI,HNX,HNX
KDN,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ KINH DOANH NHÀ VĨNH PHÚC,,
KGM,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU KIÊN GIANG,UPCOM,UPCOM
KGR,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐIỆN LẠNH ĐIỆN MÁY VIỆT ÚC,,
KGU,CÔNG TY CỔ PHẦN PHÁT TRIỂN ĐÔ THỊ KIÊN GIANG,UPCOM,OTC
KHA,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ KHÁNH HỘI,UPCOM,UPCOM
KHB,CÔNG TY CỔ PHẦN KHOÁNG SẢN HOÀ BÌNH,UPCOM,UPCOM
KHD,"CÔNG TY CỔ PHẦN KHAI THÁC, CHẾ BIẾN KHOÁNG SẢN HẢI DƯƠNG",UPCOM,UPCOM
KHG,CÔNG TY CỔ PHẦN TẬP ĐOÀN KHẢI HOÀN LAND,HSX,HOSE
KHL,CÔNG TY CỔ PHẦN KHOÁNG SẢN VÀ VẬT LIỆU XÂY DỰNG HƯNG LONG,UPCOM,UPCOM
KHP,CÔNG TY CỔ PHẦN ĐIỆN LỰC KHÁNH HÒA,HSX,HOSE
KHS,CÔNG TY CỔ PHẦN KIÊN HÙNG,HNX,HNX
KHV,CÔNG TY TNHH KIM HÀ VIỆT,OTC,
KHW,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC KHÁNH HÒA,UPCOM,UPCOM
KIP,CÔNG TY CỔ PHẦN K.I.P VIỆT NAM,UPCOM,UPCOM
KKC,CÔNG TY CỔ PHẦN TẬP ĐOÀN THÀNH THÁI,HNX,HNX
KLC,CÔNG TY CỔ PHẦN DU LỊCH KIM LIÊN,,
KLF,CTCP ĐẦU TƯ THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU CFS,HNX,HNX
KLM,CÔNG TY CỔ PHẦN KIM LOẠI MÀU NGHỆ TĨNH,UPCOM,UPCOM
KMF,CÔNG TY CỔ PHẦN MIRAE FIBER,HNX,OTC
KMR,CÔNG TY CỔ PHẦN MIRAE,HSX,HOSE
KMT,CÔNG TY CỔ PHẦN KIM KHÍ MIỀN TRUNG,HNX,HNX
KNA,CÔNG TY CỔ PHẦN KHOÁNG SẢN NGHỆ AN,,
KOS,CÔNG TY CỔ PHẦN KOSY,HSX,HOSE
KPC,CTCP ĐẦU TƯ SẢN XUẤT THƯƠNG MẠI KIM PHONG,,OTC
KPF,CÔNG TY CỔ PHẦN ĐẦU TƯ TÀI CHÍNH HOÀNG MINH,HSX,HOSE
KSA,CÔNG TY CỔ PHẦN CÔNG NGHIỆP KHOÁNG SẢN BÌNH THUẬN,UPCOM,OTC
KSB,CTCP KHOÁNG SẢN VÀ XÂY DỰNG BÌNH DƯƠNG,HSX,HOSE
KSC,CÔNG TY CỔ PHẦN MUỐI KHÁNH HOÀ,UPCOM,OTC
KSD,CÔNG TY CỔ PHẦN ĐẦU TƯ DNA,HNX,HNX
KSE,CÔNG TY CỔ PHẦN XUẤT KHẨU THỦY SẢN KHÁNH HÒA,UPCOM,OTC
KSF,CÔNG TY CỔ PHẦN TẬP ĐOÀN KSFINANCE,HNX,HNX
KSG,CÔNG TY CỔ PHẦN KHOÁNG SẢN VÀ VẬT LIỆU XÂY DỰNG GIA LAI,,OTC
KSH,CÔNG TY CỔ PHẦN DAMAC GLS,UPCOM,UPCOM
KSK,CÔNG TY CỔ PHẦN KHOÁNG SẢN LUYỆN KIM MÀU,UPCOM,OTC
KSQ,CÔNG TY CỔ PHẦN CNC CAPITAL VIỆT NAM,HNX,HNX
KSS,CÔNG TY CỔ PHẦN KHOÁNG SẢN NA RÌ HAMICO,UPCOM,OTC
KST,CÔNG TY CỔ PHẦN KASATI,HNX,HNX
KSV,TỔNG CÔNG TY KHOÁNG SẢN TKV – CTCP,UPCOM,UPCOM
KTB,CÔNG TY CỔ PHẦN ĐẦU TƯ KHOÁNG SẢN TÂY BẮC,UPCOM,OTC
KTC,CÔNG TY CỔ PHẦN THƯƠNG MẠI KIÊN GIANG,UPCOM,UPCOM
KTL,CÔNG TY CỔ PHẦN KIM KHÍ THĂNG LONG,UPCOM,UPCOM
KTS,CÔNG TY CỔ PHẦN ĐƯỜNG KON TUM,HNX,HNX
KTT,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ KTT,HNX,HNX
KTU,CÔNG TY CỔ PHẦN MÔI TRƯỜNG ĐÔ THỊ KON TUM,UPCOM,OTC
KTV,CÔNG TY TNHH KIỂM TOÁN KTV,,KHÁC
KTW,CÔNG TY CỔ PHẦN CẤP NƯỚC KON TUM,,
KVC,CÔNG TY CỔ PHẦN SẢN XUẤT XUẤT NHẬP KHẨU INOX KIM VĨ,HNX,HNX
KWA,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC VÀ MÔI TRƯỜNG KIẾN TƯỜNG,,
L10,CÔNG TY CỔ PHẦN LILAMA 10,HSX,HOSE
L12,CÔNG TY CỔ PHẦN LICOGI 12,UPCOM,UPCOM
L14,CÔNG TY CỔ PHẦN LICOGI 14,HNX,HNX
L18,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG SỐ 18,HNX,HNX
L35,CÔNG TY CỔ PHẦN CƠ KHÍ LẮP MÁY LILAMA,HNX,HNX
L40,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG 40,HNX,HNX
L43,CÔNG TY CỔ PHẦN LILAMA 45.3,HNX,HNX
L44,CTCP LILAMA 45.4,UPCOM,UPCOM
L45,CÔNG TY CỔ PHẦN LILAMA 45.1,UPCOM,UPCOM
L61,CÔNG TY CỔ PHẦN LILAMA 69-1,HNX,HNX
L62,CÔNG TY CỔ PHẦN LILAMA 69-2,HNX,HNX
L63,CÔNG TY CỔ PHẦN LILAMA 69-3,UPCOM,UPCOM
LAF,CÔNG TY CỔ PHẦN CHẾ BIẾN HÀNG XUẤT KHẨU LONG AN,HSX,HOSE
LAI,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG LONG AN IDICO,UPCOM,UPCOM
LAS,CÔNG TY CỔ PHẦN SUPE PHỐT PHÁT VÀ HÓA CHẤT LÂM THAO,HNX,HNX
LAW,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC LONG AN,UPCOM,UPCOM
LBC,CÔNG TY CỔ PHẦN THƯƠNG MẠI - ĐẦU TƯ LONG BIÊN,UPCOM,UPCOM
LBE,CTCP SÁCH VÀ THIẾT BỊ TRƯỜNG HỌC LONG AN,HNX,HNX
LBM,CÔNG TY CỔ PHẦN KHOÁNG SẢN VÀ VẬT LIỆU XÂY DỰNG LÂM ĐỒNG,HSX,HOSE
LCC,CÔNG TY CỔ PHẦN XI MĂNG HỒNG PHONG,UPCOM,UPCOM
LCD,CÔNG TY CỔ PHẦN LẮP MÁY - THÍ NGHIỆM CƠ ĐIỆN,HNX,HNX
LCG,CÔNG TY CỔ PHẦN LIZEN,HSX,HOSE
LCM,CÔNG TY CỔ PHẦN KHAI THÁC VÀ CHẾ BIẾN KHOÁNG SẢN LÀO CAI,HSX,HOSE
LCO,CTCP LICOGI 16.1,,OTC
LCS,CÔNG TY CỔ PHẦN LICOGI 166,HNX,HNX
LCW,CÔNG TY CỔ PHẦN NƯỚC SẠCH LAI CHÂU,UPCOM,UPCOM
LDG,CÔNG TY CỔ PHẦN ĐẦU TƯ LDG,HSX,HOSE
LDP,CTCP DƯỢC LÂM ĐỒNG - LADOPHAR,HNX,HNX
LDU,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ ĐẦU TƯ PHÁT TRIỂN ĐÔ THỊ HUYỆN LONG ĐIỀN,,
LDW,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC LÂM ĐỒNG,UPCOM,UPCOM
LEC,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN ĐIỆN LỰC MIỀN TRUNG,HSX,HOSE
LG9,CÔNG TY CỔ PHẦN CƠ GIỚI VÀ XÂY LẮP SỐ 9,UPCOM,UPCOM
LGC,CÔNG TY CỔ PHẦN ĐẦU TƯ CẦU ĐƯỜNG CII,HSX,HOSE
LGL,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN ĐÔ THỊ LONG GIANG,HSX,HOSE
LGM,CÔNG TY CỔ PHẦN GIẦY DA VÀ MAY MẶC XUẤT KHẨU (LEGAMEX),UPCOM,UPCOM
LHC,CTCP ĐẦU TƯ VÀ XÂY DỰNG THỦY LỢI LÂM ĐỒNG,HNX,HNX
LHG,CÔNG TY CỔ PHẦN LONG HẬU,HSX,HOSE
LIC,TỔNG CÔNG TY LICOGI – CTCP,UPCOM,UPCOM
LIG,CÔNG TY CỔ PHẦN LICOGI 13,HNX,HNX
LIX,CÔNG TY CỔ PHẦN BỘT GIẶT LIX,HSX,HOSE
LKW,CÔNG TY CỔ PHẦN CẤP NƯỚC LONG KHÁNH,UPCOM,UPCOM
LLM,TỔNG CÔNG TY LẮP MÁY VIỆT NAM - CTCP,UPCOM,UPCOM
LM3,CÔNG TY CỔ PHẦN LILAMA 3,UPCOM,UPCOM
LM7,CÔNG TY CỔ PHẦN LILAMA 7,HNX,HNX
LM8,CÔNG TY CỔ PHẦN LILAMA 18,HSX,HOSE
LMC,CÔNG TY CỔ PHẦN KHOÁNG SẢN LATCA,UPCOM,UPCOM
LMH,CÔNG TY CỔ PHẦN QUỐC TẾ HOLDING,UPCOM,UPCOM
LMI,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG LẮP MÁY IDICO,UPCOM,UPCOM
LMR,CÔNG TY CỔ PHẦN LIÊN MINH,,OTC
LNC,CÔNG TY CỔ PHẦN LỆ NINH,UPCOM,UPCOM
LNS,CÔNG TY CỔ PHẦN MÍA ĐƯỜNG LA NGÀ,OTC,
LO5,CÔNG TY CỔ PHẦN LILAMA 5,UPCOM,UPCOM
LPT,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ SẢN XUẤT LẬP PHƯƠNG THÀNH,UPCOM,UPCOM
LQN,CÔNG TY CỔ PHẦN LICOGI QUẢNG NGÃI,UPCOM,UPCOM
LSG,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN SÀI GÒN VI NA,UPCOM,UPCOM
LSS,CÔNG TY CỔ PHẦN MÍA ĐƯỜNG LAM SƠN,HSX,HOSE
LTC,CÔNG TY CỔ PHẦN ĐIỆN NHẸ VIỄN THÔNG,UPCOM,UPCOM
LTG,CÔNG TY CỔ PHẦN TẬP ĐOÀN LỘC TRỜI,UPCOM,UPCOM
LTQ,CÔNG TY TNHH MỘT THÀNH VIÊN LÂM NGHIỆP NGUYỄN VĂN TRỖI (TÊN DOANH NGHIỆP DỰ KIẾN SAU KHI CỔ PHẦN HÓA: CÔNG TY CỔ PHẦN LÂM NGHIỆP NGUYỄN VĂN TRỖI),,
LUT,CTCP ĐẦU TƯ XÂY DỰNG LƯƠNG TÀI,HNX,HNX
LVN,CÔNG TY CỔ PHẦN LEN VIỆT NAM,,OTC
LWS,CÔNG TY CỔ PHẦN CẤP NƯỚC TỈNH LÀO CAI,UPCOM,UPCOM
LYF,CÔNG TY CỔ PHẦN LƯƠNG THỰC LƯƠNG YÊN,UPCOM,UPCOM
M10,TỔNG CÔNG TY MAY 10 - CÔNG TY CỔ PHẦN,UPCOM,UPCOM
M26,CÔNG TY CỔ PHẦN ĐẦU TƯ KINH DOANH VÀ XÂY DỰNG 126,,
MA1,CÔNG TY CỔ PHẦN THIẾT BỊ,UPCOM,UPCOM
MAC,CÔNG TY CỔ PHẦN CUNG ỨNG VÀ DỊCH VỤ KỸ THUẬT HÀNG HẢI,HNX,HNX
MAS,CÔNG TY CỔ PHẦN DỊCH VỤ HÀNG KHÔNG SÂN BAY ĐÀ NẴNG,HNX,HNX
MAX,CÔNG TY CỔ PHẦN KHAI KHOÁNG VÀ CƠ KHÍ HỮU NGHỊ VĨNH SINH,HNX,OTC
MBG,CÔNG TY CỔ PHẦN TẬP ĐOÀN MBG,HNX,HNX
MBN,CÔNG TY CỔ PHẦN MÔI TRƯỜNG VÀ CÔNG TRÌNH ĐÔ THỊ BẮC NINH,UPCOM,UPCOM
MC3,CÔNG TY CỔ PHẦN KHOÁNG SẢN 3 - VIMICO,UPCOM,UPCOM
MCC,CTCP GẠCH NGÓI CAO CẤP,HNX,HNX
MCD,CÔNG TY CỔ PHẦN MÔI TRƯỜNG VÀ CÔNG TRÌNH ĐÔ THỊ ĐÔNG HÀ,,
MCF,CÔNG TY CỔ PHẦN XÂY LẮP CƠ KHÍ VÀ LƯƠNG THỰC THỰC PHẨM,HNX,HNX
MCG,CÔNG TY CỔ PHẦN NĂNG LƯỢNG VÀ BẤT ĐỘNG SẢN MCG,HSX,HOSE
MCH,CÔNG TY CỔ PHẦN HÀNG TIÊU DÙNG MASAN,UPCOM,UPCOM
MCI,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ PHÁT TRIỂN VẬT LIỆU IDICO,UPCOM,UPCOM
MCJ,CÔNG TY CỔ PHẦN THIẾT BỊ PHỤ TÙNG,,OTC
MCL,CÔNG TY CỔ PHẦN PHÁT TRIỂN NHÀ VÀ SẢN XUÁT VẬT LIỆU XÂY DỰNG CHÍ LINH,HNX,OTC
MCM,CÔNG TY CỔ PHẦN GIỐNG BÒ SỮA MỘC CHÂU,UPCOM,UPCOM
MCO,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG BDC VIỆT NAM,HNX,HNX
MCP,CÔNG TY CỔ PHẦN IN VÀ BAO BÌ MỸ CHÂU,HSX,HOSE
MCS,CÔNG TY CỔ PHẦN THI CÔNG CƠ GIỚI XÂY LẮP,,OTC
MCT,CÔNG TY CỔ PHẦN KINH DOANH VẬT TƯ VÀ XÂY DỰNG,UPCOM,OTC
MCV,CÔNG TY CỔ PHẦN CAVICO VIỆT NAM KHAI THÁC MỎ VÀ XÂY DỰNG,HSX,OTC
MDA,CÔNG TY CỔ PHẦN MÔI TRƯỜNG ĐÔ THỊ ĐÔNG ANH,UPCOM,UPCOM
MDC,CÔNG TY CỔ PHẦN THAN MÔNG DƯƠNG - VINACOMIN,HNX,HNX
MDD,CÔNG TY CỔ PHẦN MAI ĐỘNG,,
MDF,CÔNG TY CỔ PHẦN GỖ MDF VRG - QUẢNG TRỊ,UPCOM,UPCOM
MDG,CÔNG TY CỔ PHẦN MIỀN ĐÔNG,HSX,HOSE
MDN,CÔNG TY CỔ PHẦN TỔNG CÔNG TY MAY ĐỒNG NAI,UPCOM,OTC
MDT,CÔNG TY CỔ PHẦN CƠ KHÍ MỎ VÀ ĐÓNG TÀU - TKV,UPCOM,OTC
MEC,CÔNG TY CỔ PHẦN CƠ KHÍ - LẮP MÁY SÔNG ĐÀ,UPCOM,UPCOM
MED,CÔNG TY CỔ PHẦN DƯỢC TRUNG ƯƠNG MEDIPLANTEX,HNX,HNX
MEF,CÔNG TY CỔ PHẦN MEINFA,UPCOM,UPCOM
